Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
05121,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05126,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05129,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05134,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05138,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05139,Cattle,Mwai,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05140,Cattle,Justina,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05141,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05142,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05145,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05147,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05152,Cattle,Karendi,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05153,Cattle,Jennifer,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05155,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05162,Cattle,Jata,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05164,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05168,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05169,Cattle,Rark,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05170,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05176,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05180,Cattle,Security,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05182,Cattle,Mary,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05183,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05184,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05186,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05191,Cattle,Bater,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05192,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05194,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05197,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05199,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05200,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05203,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05204,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05205,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05208,Cattle,Tintin,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05209,Cattle,Champion,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05210,Cattle,Papaya,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05211,Cattle,Butter,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05214,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05218,Cattle,Gabriella,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05222,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05225,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05226,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05227,Cattle,Buster,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05230,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05231,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05233,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05237,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05239,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05240,Cattle,Papaya,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05241,Cattle,Butter,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05243,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05248,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05250,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05251,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05252,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05263,Cattle,Mischief,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05266,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05267,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05269,Cattle,Jata,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05270,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05271,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05273,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05274,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05275,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05279,Cattle,Security,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05280,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05286,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05289,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05292,Cattle,Duma,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05294,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05296,Cattle,Motho,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05299,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05300,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05301,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05304,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05305,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05306,Cattle,Justice,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05308,Cattle,Tele,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05312,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05314,Cattle,Mischief,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05315,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05316,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05320,Cattle,Jata,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05321,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05322,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05324,Cattle,Rark,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05326,Cattle,Scribe,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05327,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05331,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05332,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05333,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05334,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05336,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05339,Cattle,Bater,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05342,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05346,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05347,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05348,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05352,Cattle,Justina,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05356,Cattle,Reddi,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05364,Cattle,Runana,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05367,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05368,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05370,Cattle,Karendi,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05371,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05373,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05379,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05380,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05382,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05386,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05387,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05388,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05392,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05396,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05397,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05398,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05402,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05404,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05405,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05406,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05408,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05413,Cattle,Mwai,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05415,Cattle,Buster,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05416,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05418,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05421,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05424,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05430,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05431,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05432,Cattle,Runana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05435,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05436,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05437,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05438,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05441,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05443,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05444,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05445,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05449,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05454,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05455,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05456,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05457,Cattle,Mary,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05458,Cattle,Tharuni ,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05464,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05466,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05473,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05476,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05479,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05484,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05487,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05490,Cattle,Buster,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05492,Cattle,July,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05493,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05494,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05495,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05496,Cattle,Champion,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05497,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05498,Cattle,Butter,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05499,Cattle,Galaher,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05501,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05503,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05506,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05510,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05511,Cattle,Buster,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05512,Cattle,July,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05513,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05515,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05521,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05522,Cattle,Champion,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05524,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05526,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05527,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05528,Cattle,Pamela,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05536,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05540,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05545,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05549,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05550,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05552,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05553,Cattle,Jata,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05554,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05557,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05558,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05559,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05565,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05568,Cattle,Security,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05569,Cattle,Mary,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05570,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05577,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05580,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05581,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05583,Cattle,Motho,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05584,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05585,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05593,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05594,Cattle,Justina,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05596,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05598,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05602,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05603,Cattle,Hellena,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05607,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05608,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05609,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05612,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05619,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05620,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05622,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05626,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05630,Cattle,Good Boy,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05642,Cattle,Security,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05643,Cattle,Mary,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05644,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05647,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05648,Cattle,Duma,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05650,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05652,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05653,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05654,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05656,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05657,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05659,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05661,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05662,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05663,Cattle,Tintin,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05665,Cattle,Champion,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05666,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05668,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05669,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05670,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05677,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05678,Cattle,Kendi,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05679,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05680,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05684,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05685,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05688,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05689,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05692,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05694,Cattle,Papaya,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05695,Cattle,Butter,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
